Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
271,"2, 9, 10, 11, 5, 6",20,OBH combi Anak Flu Honey flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
272,"2, 9, 10, 11, 5, 6",21,OBH combi Anak Flu Honey flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
273,"2, 9, 10, 11, 5, 6",11,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
274,"2, 9, 10, 11, 5, 6",12,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
275,"2, 9, 10, 11, 5, 6",13,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
276,"2, 9, 10, 11, 5, 6",14,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
277,"2, 9, 10, 11, 5, 6",15,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
278,"2, 9, 10, 11, 5, 6",16,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
279,"2, 9, 10, 11, 5, 6",17,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
280,"2, 9, 10, 11, 5, 6",18,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
281,"2, 9, 10, 11, 5, 6",18,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
282,"2, 9, 10, 11, 5, 6",19,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
283,"2, 9, 10, 11, 5, 6",20,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
284,"2, 9, 10, 11, 5, 6",21,OBH Combi Anak Flu Strawberry flavour,Combiphar,17,Succus liquiritiae extract 100 mg - Paracetamol 120 mg - Ammonium chloride 50 mg - Pseudoephedrine HCl 7.5 mg - Chlorpheniramine maleate 1 mg,"Use caution in patients with impaired liver and kidney function. Not recommended for use in children < 2 years, except for doctor's instructions. Do not exceed the recommended dose. If within 3 days the symptoms do not decrease, immediately contact your doctor or health care unit. Stop use if insomnia, palpitations and dizziness occur","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, arrhythmia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage","Hypersensitivity, heart problems, diabetes mellitus, severe liver dysfunction"
285,2,15,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
286,2,16,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
287,2,17,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
288,2,18,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
289,2,19,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
290,2,20,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
291,2,21,Hecosan kids herbal cough syrup,Sanbe Farma,15,"Ekstrak Plantago lanceolata, Ekstrak akar manis (Glycyrrhiza glabra), Ekstrak jahe (Zingiber officinale), Ekstrak hedera (Hederae helicis)",Shake well before use and store in room temperature under 30 degree.,Unknown,Unknown
292,"2, 7",11,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
293,"2, 7",12,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
294,"2, 7",13,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
295,"2, 7",14,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
296,"2, 7",15,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
297,"2, 7",16,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
298,"2, 7",17,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
299,"2, 7",18,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
300,"2, 7",19,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
301,"2, 7",20,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
302,"2, 7",21,Herbacof Kids syrup orange flavour,Dexa medika,11,Vitex trifolia folium 333 mg Zingiber officinale rhizome 83 mg Abrus precatorius folium 83 mg Phaleria macrocarpa fructus 67 mg,Store at temperatures below 30 C. In a dry place and avoid direct sunlight. Shake before use,Unknown,Not for someone on pregnancy and lactation
303,"2, 9, 5",15,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
304,"2, 9, 5",16,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
305,"2, 9, 5",17,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
306,"2, 9, 5",18,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
307,"2, 9, 5",19,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
308,"2, 9, 5",20,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
309,"2, 9, 5",21,coparcetin syrup,Sampharindo Perdana,11,"Parasetamol 120 mg, Gliseril Guaiakolat 50 mg, Efedrina HCl 4 mg, Klorfeniramina Maleat 1 mg","if have kidney disease, liver disease, alcohol addiction please consult with your doctor","Drowsiness, indigestion, insomnia, restlessness, excitation, tremor, tachycardia, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","hypersensitivity to paracetamol, glyceryl guaiacolate, ephedrine HCl, chlorpheniramine maleate, severe hepatic impairment, concomitant use with monoamine oxidase inhibitors (MAO)"
310,"2, 5, 9",10,Laserin Honey,PT Mecosin Indonesia UAI,8,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
311,"2, 5, 9",11,Laserin Honey,PT Mecosin Indonesia UAI,8,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
312,"2, 5, 9",12,Laserin Honey,PT Mecosin Indonesia UAI,8,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
313,"2, 5, 9",13,Laserin Honey,PT Mecosin Indonesia UAI,8,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
314,"2, 5, 9",14,Laserin Honey,PT Mecosin Indonesia UAI,8,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
315,"2, 5, 9",15,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
316,"2, 5, 9",16,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
317,"2, 5, 9",17,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
318,"2, 5, 9",18,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
319,"2, 5, 9",19,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
320,"2, 5, 9",20,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
321,"2, 5, 9",21,Laserin Honey,PT Mecosin Indonesia UAI,11,"herba euphorbiahirta, jahe, cengkeh, daun sirih, daun saga, buah kardamon, mentha arvensis, daun hibiscus, minyak permen, sari akar manis, mel depuratum","Risk of bruising and bleeding, hypoglycemia when taken with nifedipine, warfarin (blood thinner), losartan and antidiabetic drugs","There are no side effects if the dosage is appropriate. Stop taking the drug if you have difficulty breathing, skin rash, itching, swelling of the lips or eyelids",Unknown
322,"2, 9, 19,20, 21",10,OBH Itrasal syrup,Itrasal,11,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
323,"2, 9, 19,20, 21",11,OBH Itrasal syrup,Itrasal,11,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
324,"2, 9, 19,20, 21",12,OBH Itrasal syrup,Itrasal,11,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
325,"2, 9, 19,20, 21",13,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
326,"2, 9, 19,20, 21",14,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
327,"2, 9, 19,20, 21",15,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
328,"2, 9, 19,20, 21",16,OBH Itrasal syrup,Itrasal,17,"Glycyrrhizae Succus 160 mg, Chloretum Ammonicum 100 mg, Solutio ammonia dan Sprituosa anisata 100 mg",Do not use in patients who are hypersensitive to the drug composition. You have to see a doctor if your cough symptoms haven't healed for 3 days,Excessive doses can cause acidosis. Sleepy,Patients who are hypersensitive to any of the drug components
